Motif Name,Motif Count,AUPR Difference,MS Difference
BHE23_HUMAN.H10MO.D,28067,0.000106640709304,-0.000725001
SOX3_HUMAN.H10MO.D,14441,-0.000284370544741,-0.000310868
PEBB_HUMAN.H10MO.C,17210,-7.81003815731e-07,-0.000341743
NGN2_HUMAN.H10MO.D,22357,-0.000756265817138,-0.000707746
IRF4_HUMAN.H10MO.C,49964,0.000619332102315,-0.00219324
ALX4_HUMAN.H10MO.D,19371,0.000199766000721,-0.000479192
EGR4_HUMAN.H10MO.D,51380,-0.000652674196263,-0.00102118
CENPB_HUMAN.H10MO.D,29801,-0.000290816744598,-0.000654876
HME2_HUMAN.H10MO.D,16544,6.59293378659e-05,-0.000644654
BARX1_HUMAN.H10MO.D,24112,0.000464155990935,-0.000570416
HXC11_HUMAN.H10MO.D,16719,6.40267354426e-05,-0.000359863
HXB3_HUMAN.H10MO.D,19404,0.00019139185624,-0.000344306
OLIG1_HUMAN.H10MO.D,17204,-0.000298127021185,-0.000232607
CR3L2_HUMAN.H10MO.D,31403,-0.000306857992399,-0.000662476
JUND_HUMAN.H10MO.A,6974,-0.000116627336465,-9.65297e-05
CDC5L_HUMAN.H10MO.D,22333,-5.58757171514e-05,-0.000318825
MEOX1_HUMAN.H10MO.D,18805,7.57157827793e-05,-0.000430167
EPAS1_HUMAN.H10MO.D,91494,-0.00223733453419,-0.00142047
IRF3_HUMAN.H10MO.C,64260,0.000332418703616,-0.00217852
KAISO_HUMAN.H10MO.A,53179,-0.000667187551297,-0.00100201
RUNX1_HUMAN.H10MO.A,15003,0.00021847136296,-0.000269294
PO3F3_HUMAN.H10MO.D,42400,-0.000712531711157,-0.00049156
IRX2_HUMAN.H10MO.D,71028,-0.00181243742685,-0.00184518
KAISO_HUMAN.H10MO.S,14507,-4.97842124048e-06,-0.00035426
MYB_HUMAN.H10MO.C,16842,-0.000387852476783,-0.000176072
GFI1_HUMAN.H10MO.C,8858,8.66412876547e-05,5.30481e-06
ETV4_HUMAN.H10MO.B,15975,8.8645438744e-05,-0.000657469
NR5A2_HUMAN.H10MO.C,9553,8.22492175205e-05,-0.000117719
HBP1_HUMAN.H10MO.D,10341,-5.28227018025e-05,-0.000396669
ARX_HUMAN.H10MO.D,18787,-0.000194931522391,-0.000565261
EMX2_HUMAN.H10MO.D,17608,0.00027483796961,-0.000392258
ARNT2_HUMAN.H10MO.D,81999,-0.000139793679185,-0.00151029
ZN333_HUMAN.H10MO.D,22474,-0.000216269045336,-0.000787169
NR2E1_HUMAN.H10MO.D,11954,0.000178651021902,-0.000300467
FOXA3_HUMAN.H10MO.C,31732,0.000417869884417,-0.000432163
BARX2_HUMAN.H10MO.D,20485,0.00036349938685,-0.000578821
TEF_HUMAN.H10MO.D,18346,-4.09735200836e-05,-0.000626653
ONEC3_HUMAN.H10MO.D,16662,0.000307639369664,-0.000204593
ONEC2_HUMAN.H10MO.D,28736,-0.000115439136728,-0.000291497
ZN282_HUMAN.H10MO.D,49574,-0.00111897562379,-0.00125325
HXB13_HUMAN.H10MO.D,16761,2.23469542254e-05,-0.00036785
MNT_HUMAN.H10MO.D,88378,-0.00052779757467,-0.00359216
MIXL1_HUMAN.H10MO.D,14026,0.000135619869651,-0.000418872
FOXP2_HUMAN.H10MO.A,16631,0.000109758306559,-0.000374407
TEAD3_HUMAN.H10MO.D,11440,0.000105889585355,-0.000216573
TWST1_HUMAN.H10MO.D,18845,-0.000333930441409,-0.000462174
OTX1_HUMAN.H10MO.D,10124,0.000192708411903,-0.000169426
NR6A1_HUMAN.H10MO.B,9879,8.13890919649e-05,-0.000340909
HXD9_HUMAN.H10MO.D,19760,0.000765260544244,-0.000482321
BRAC_HUMAN.H10MO.D,8456,-0.000529276796594,-9.9808e-05
ERF_HUMAN.H10MO.D,13742,0.000157637937927,-0.000497073
FOXA1_HUMAN.H10MO.A,16344,0.0002343152678,-0.000352681
FOXJ3_HUMAN.H10MO.A,62179,-0.000276749965415,-0.000225574
MYOG_HUMAN.H10MO.D,9529,0.000106190180819,-9.14037e-05
KLF13_HUMAN.H10MO.D,58066,-0.000647800929311,-0.00118306
MAFB_HUMAN.H10MO.D,8644,-0.000184661702024,-0.000202775
GLI1_HUMAN.H10MO.C,32149,-0.000239109193689,-0.000251442
TLX1_HUMAN.H10MO.D,14325,-0.00051851931403,-0.00041765
PLAG1_HUMAN.H10MO.D,65347,-0.000925729959944,-0.0018304
E2F1_HUMAN.H10MO.A,99793,0.000384806144093,-0.00348958
YBOX1_HUMAN.H10MO.D,26616,-0.00059165655546,-0.000636101
IRF1_HUMAN.H10MO.A,52482,0.000146965430494,-0.00180626
HMX1_HUMAN.H10MO.D,18956,0.000883990462471,-0.000369638
SOX1_HUMAN.H10MO.D,11278,-0.000185708713769,-0.000260651
TBX15_HUMAN.H10MO.D,51261,-0.000486762179468,-0.000287354
PPARD_HUMAN.H10MO.D,25722,0.000336881433247,-0.000812918
RFX3_HUMAN.H10MO.B,10337,-0.000260472220433,-0.000211686
USF2_HUMAN.H10MO.A,32806,-0.000132688860768,-0.000465751
RREB1_HUMAN.H10MO.D,70624,0.000144015841117,-0.000285387
MAFF_HUMAN.H10MO.A,6418,8.35140926986e-05,-0.000161916
FOXD2_HUMAN.H10MO.D,27287,-0.000575293266463,-0.000452071
E2F3_HUMAN.H10MO.B,52092,-0.00099621089985,-0.00075376
PO4F2_HUMAN.H10MO.D,18176,-0.000133240679165,-0.000409245
THA_HUMAN.H10MO.S,9274,-0.000658007537016,5.00381e-05
MAFK_HUMAN.H10MO.A,6946,8.46897369809e-05,-0.000135034
HIC2_HUMAN.H10MO.D,21589,-0.000175420377118,-0.000249863
NFIA_HUMAN.H10MO.S,4141,-0.000316647036191,-0.000126392
STAT4_HUMAN.H10MO.D,10084,-0.000112699216087,-0.000272632
TGIF2_HUMAN.H10MO.D,8313,0.00017401748673,-5.52237e-05
MCR_HUMAN.H10MO.D,16018,-0.000118456011348,-0.000420481
PITX3_HUMAN.H10MO.D,22448,-0.000250043347389,-0.000540257
SHOX2_HUMAN.H10MO.D,23678,0.000356478846221,-0.000467867
FOXI1_HUMAN.H10MO.B,15153,-0.000219859915948,-0.000313073
MEIS1_HUMAN.H10MO.C,8439,-0.000154838925801,-0.000173986
ZN740_HUMAN.H10MO.D,76013,-0.000806507268576,-0.00030908
PRDM4_HUMAN.H10MO.D,20594,-0.000396440269032,-0.000427097
GSC_HUMAN.H10MO.D,22751,0.000339381749842,-0.000613004
DMBX1_HUMAN.H10MO.D,24473,-0.000346716326609,-0.000440389
PO6F2_HUMAN.H10MO.D,10644,0.000415485049244,-0.0002819
SOX5_HUMAN.H10MO.C,26053,0.000202752110266,-0.000429273
NRL_HUMAN.H10MO.D,9080,0.000209198128399,-0.000243783
ATF3_HUMAN.H10MO.A,13981,-0.000104410517211,-9.56655e-05
SP1_HUMAN.H10MO.C,82267,-0.000540303110654,-0.00117925
ETV6_HUMAN.H10MO.D,27183,-6.55915411696e-06,-0.000978261
IRF8_HUMAN.H10MO.D,70465,0.000421675722082,-0.00237593
SP1_HUMAN.H10MO.S,91303,0.000375591321656,-0.00261813
SPZ1_HUMAN.H10MO.D,44699,0.000930792874777,-0.00102529
